title,movieId,rating,class
Human Nature (2001),5298,3.3333333333333335,средний рейтинг
Titanic (1997),1721,3.332317073170732,средний рейтинг
"Client, The (1994)",350,3.3285714285714287,средний рейтинг
Cool Runnings (1993),1020,3.3275862068965516,средний рейтинг
"Brothers McMullen, The (1995)",144,3.326923076923077,средний рейтинг
Insomnia (2002),5388,3.326923076923077,средний рейтинг
Phenomenon (1996),802,3.326388888888889,средний рейтинг
Ghost (1990),587,3.3253968253968256,средний рейтинг
"Amazing Spider-Man, The (2012)",95510,3.325,средний рейтинг
Top Gun (1986),1101,3.324324324324324,средний рейтинг
House of Flying Daggers (Shi mian mai fu) (2004),8983,3.323529411764706,средний рейтинг
Dogma (1999),3052,3.3227848101265822,средний рейтинг
"Jewel of the Nile, The (1985)",2405,3.3225806451612905,средний рейтинг
Tommy Boy (1995),333,3.32,средний рейтинг
Meet the Fockers (2004),30825,3.32,средний рейтинг
Peggy Sue Got Married (1986),2469,3.3181818181818183,средний рейтинг
Jackass: The Movie (2002),5785,3.3181818181818183,средний рейтинг
Memoirs of a Geisha (2005),41571,3.3181818181818183,средний рейтинг
X-Men: The Last Stand (2006),45499,3.3181818181818183,средний рейтинг
"Big Kahuna, The (2000)",3566,3.3181818181818183,средний рейтинг
Scrooged (1988),3087,3.316666666666667,средний рейтинг
21 Grams (2003),6953,3.316666666666667,средний рейтинг
Sweeney Todd: The Demon Barber of Fleet Street (2007),56757,3.3157894736842106,средний рейтинг
Mad Max Beyond Thunderdome (1985),3704,3.3157894736842106,средний рейтинг
Star Trek III: The Search for Spock (1984),1375,3.314814814814815,средний рейтинг
Final Fantasy VII: Advent Children (2004),37830,3.3125,средний рейтинг
Escape from New York (1981),1129,3.3125,средний рейтинг
Kurt & Courtney (1998),1856,3.3125,средний рейтинг
Bad Lieutenant (1992),3272,3.3125,средний рейтинг
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",3182,3.3125,средний рейтинг
Meet the Robinsons (2007),52287,3.3125,средний рейтинг
Bridget Jones: The Edge of Reason (2004),8969,3.3125,средний рейтинг
Alien Nation (1988),3701,3.3125,средний рейтинг
Husbands and Wives (1992),5339,3.3125,средний рейтинг
Training Day (2001),4776,3.310810810810811,средний рейтинг
Blade (1998),2167,3.310344827586207,средний рейтинг
Mission: Impossible III (2006),45186,3.3095238095238093,средний рейтинг
Blast from the Past (1999),2496,3.3095238095238093,средний рейтинг
Outbreak (1995),292,3.309090909090909,средний рейтинг
Annie (1982),4039,3.3076923076923075,средний рейтинг
"Waterboy, The (1998)",2335,3.3076923076923075,средний рейтинг
"Man with Two Brains, The (1983)",2111,3.3076923076923075,средний рейтинг
Mallrats (1995),180,3.3068181818181817,средний рейтинг
Mr. Mom (1983),3591,3.3055555555555554,средний рейтинг
Hellboy II: The Golden Army (2008),57640,3.3055555555555554,средний рейтинг
Menace II Society (1993),493,3.3043478260869565,средний рейтинг
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",203,3.3043478260869565,средний рейтинг
Titan A.E. (2000),3745,3.3043478260869565,средний рейтинг
Logan's Run (1976),2528,3.3035714285714284,средний рейтинг
"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",468,3.303030303030303,средний рейтинг
"NeverEnding Story, The (1984)",2161,3.3026315789473686,средний рейтинг
Go Fish (1994),461,3.3,средний рейтинг
Beasts of the Southern Wild (2012),95558,3.3,средний рейтинг
Monsters vs. Aliens (2009),67408,3.3,средний рейтинг
Enough (2002),5387,3.3,средний рейтинг
Man on the Moon (1999),3174,3.3,средний рейтинг
Uncle Buck (1989),4679,3.3,средний рейтинг
"Relic, The (1997)",879,3.3,средний рейтинг
13 Assassins (Jûsan-nin no shikaku) (2010),86142,3.3,средний рейтинг
Slacker (1991),6978,3.3,средний рейтинг
Land of the Dead (2005),33834,3.3,средний рейтинг
Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),70533,3.3,средний рейтинг
"Slums of Beverly Hills, The (1998)",2155,3.3,средний рейтинг
Mindhunters (2004),8369,3.3,средний рейтинг
Gorillas in the Mist (1988),4508,3.3,средний рейтинг
"End of the Affair, The (1999)",3125,3.3,средний рейтинг
Blue Streak (1999),2860,3.3,средний рейтинг
"Yes Men, The (2003)",27850,3.3,средний рейтинг
24 Hour Party People (2002),5508,3.3,средний рейтинг
Pollyanna (1960),1014,3.3,средний рейтинг
Manhunter (1986),4210,3.3,средний рейтинг
Rise of the Guardians (2012),98243,3.3,средний рейтинг
"Pelican Brief, The (1993)",2803,3.3,средний рейтинг
Triumph of the Will (Triumph des Willens) (1934),4278,3.3,средний рейтинг
Tequila Sunrise (1988),2802,3.3,средний рейтинг
House of Sand and Fog (2003),7158,3.3,средний рейтинг
Death on the Nile (1978),4212,3.3,средний рейтинг
"Weather Underground, The (2002)",8011,3.3,средний рейтинг
Lilya 4-Ever (Lilja 4-ever) (2002),6291,3.3,средний рейтинг
Hugo (2011),90866,3.3,средний рейтинг
Unbreakable (2000),3994,3.2983870967741935,средний рейтинг
Dracula (Bram Stoker's Dracula) (1992),1339,3.298076923076923,средний рейтинг
My Best Friend's Wedding (1997),1569,3.298076923076923,средний рейтинг
American Pie (1999),2706,3.2972972972972974,средний рейтинг
Rumble in the Bronx (Hont faan kui) (1995),112,3.295918367346939,средний рейтинг
Forgetting Sarah Marshall (2008),58998,3.2954545454545454,средний рейтинг
Basic Instinct (1992),1092,3.294642857142857,средний рейтинг
"Hitchhiker's Guide to the Galaxy, The (2005)",33004,3.2941176470588234,средний рейтинг
Grand Canyon (1991),2112,3.2941176470588234,средний рейтинг
Licence to Kill (1989),2990,3.2941176470588234,средний рейтинг
Happy Gilmore (1996),104,3.2925531914893615,средний рейтинг
"Patriot, The (2000)",3753,3.292307692307692,средний рейтинг
Twin Peaks: Fire Walk with Me (1992),3262,3.2916666666666665,средний рейтинг
Igby Goes Down (2002),5577,3.2916666666666665,средний рейтинг
"Man Who Knew Too Little, The (1997)",1689,3.2916666666666665,средний рейтинг
"Adjustment Bureau, The (2011)",84954,3.2916666666666665,средний рейтинг
Bulworth (1998),1883,3.2903225806451615,средний рейтинг
Hackers (1995),170,3.2884615384615383,средний рейтинг
Four Rooms (1995),18,3.2884615384615383,средний рейтинг
The Hunger Games: Catching Fire (2013),106487,3.2884615384615383,средний рейтинг
Die Hard 2 (1990),1370,3.287878787878788,средний рейтинг
"Fast and the Furious, The (2001)",4369,3.2875,средний рейтинг
Tomorrow Never Dies (1997),1722,3.2857142857142856,средний рейтинг
Hocus Pocus (1993),2052,3.2857142857142856,средний рейтинг
"Boy Who Could Fly, The (1986)",2453,3.2857142857142856,средний рейтинг
Everything Is Illuminated (2005),36535,3.2857142857142856,средний рейтинг
Nick and Norah's Infinite Playlist (2008),62155,3.2857142857142856,средний рейтинг
Pecker (1998),2282,3.2857142857142856,средний рейтинг
"Man Without a Face, The (1993)",491,3.2857142857142856,средний рейтинг
Tears of the Sun (2003),6213,3.2857142857142856,средний рейтинг
"Addams Family, The (1991)",2124,3.2857142857142856,средний рейтинг
Rules of Engagement (2000),3513,3.2857142857142856,средний рейтинг
Jesus' Son (1999),3747,3.2857142857142856,средний рейтинг
Hellboy (2004),7373,3.2857142857142856,средний рейтинг
Madagascar (2005),33615,3.2857142857142856,средний рейтинг
"Mummy, The (1999)",2617,3.2848101265822787,средний рейтинг
Nell (1994),282,3.284090909090909,средний рейтинг
Sabrina (1995),7,3.2830188679245285,средний рейтинг
King Kong (2005),41569,3.282608695652174,средний рейтинг
Cold Mountain (2003),7162,3.28125,средний рейтинг
"Nightmare on Elm Street, A (1984)",1347,3.28125,средний рейтинг
Bad Boys (1995),145,3.2790697674418605,средний рейтинг
Bubba Ho-tep (2002),6755,3.2777777777777777,средний рейтинг
Crash (1996),1483,3.2777777777777777,средний рейтинг
"Science of Sleep, The (La science des rêves) (2006)",48082,3.2777777777777777,средний рейтинг
Monster's Ball (2001),5015,3.2777777777777777,средний рейтинг
50 First Dates (2004),7293,3.2758620689655173,средний рейтинг
Antz (1998),2294,3.2735849056603774,средний рейтинг
"Arrival, The (1996)",748,3.272727272727273,средний рейтинг
Don't Say a Word (2001),4814,3.272727272727273,средний рейтинг
"Crow: City of Angels, The (1996)",839,3.272727272727273,средний рейтинг
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),3812,3.272727272727273,средний рейтинг
Threesome (1994),550,3.272727272727273,средний рейтинг
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),48385,3.272727272727273,средний рейтинг
Saw (2004),8957,3.272727272727273,средний рейтинг
Pirates of the Caribbean: At World's End (2007),53125,3.272727272727273,средний рейтинг
"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",366,3.272727272727273,средний рейтинг
Austin Powers: The Spy Who Shagged Me (1999),2683,3.2723214285714284,средний рейтинг
"Girl Next Door, The (2004)",7346,3.269230769230769,средний рейтинг
Robots (2005),32031,3.269230769230769,средний рейтинг
Pitch Black (2000),3300,3.269230769230769,средний рейтинг
Zack and Miri Make a Porno (2008),62434,3.269230769230769,средний рейтинг
"Holiday, The (2006)",49286,3.269230769230769,средний рейтинг
"Matrix Reloaded, The (2003)",6365,3.268292682926829,средний рейтинг
Father of the Bride Part II (1995),5,3.267857142857143,средний рейтинг
Back to the Future Part III (1990),2012,3.265957446808511,средний рейтинг
Star Trek VI: The Undiscovered Country (1991),1372,3.265957446808511,средний рейтинг
"Rocketeer, The (1991)",2094,3.265625,средний рейтинг
Swiss Family Robinson (1960),1017,3.264705882352941,средний рейтинг
Air Force One (1997),1608,3.2642857142857142,средний рейтинг
"Absent-Minded Professor, The (1961)",2015,3.263157894736842,средний рейтинг
Con Air (1997),1552,3.26271186440678,средний рейтинг
Timecop (1994),379,3.261904761904762,средний рейтинг
Homeward Bound: The Incredible Journey (1993),1015,3.260869565217391,средний рейтинг
"Perfect Murder, A (1998)",1892,3.260869565217391,средний рейтинг
Tin Cup (1996),852,3.2596153846153846,средний рейтинг
Pee-wee's Big Adventure (1985),3608,3.2586206896551726,средний рейтинг
¡Three Amigos! (1986),2478,3.2580645161290325,средний рейтинг
Romy and Michele's High School Reunion (1997),1513,3.2555555555555555,средний рейтинг
Casino Royale (1967),5796,3.25,средний рейтинг
Series 7: The Contenders (2001),4166,3.25,средний рейтинг
"Good Shepherd, The (2006)",49822,3.25,средний рейтинг
Good Hair (2009),72169,3.25,средний рейтинг
South Pacific (1958),2941,3.25,средний рейтинг
Serial Mom (1994),532,3.25,средний рейтинг
Middle Men (2009),80727,3.25,средний рейтинг
Boxcar Bertha (1972),5275,3.25,средний рейтинг
"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)",6609,3.25,средний рейтинг
Good Luck Chuck (2007),55245,3.25,средний рейтинг
Ong-Bak: The Thai Warrior (Ong Bak) (2003),27801,3.25,средний рейтинг
New Jack City (1991),6977,3.25,средний рейтинг
Saving Mr. Banks (2013),107141,3.25,средний рейтинг
Someone Like You (2001),4231,3.25,средний рейтинг
Murder on a Sunday Morning (Un coupable idéal) (2001),6400,3.25,средний рейтинг
Bunny Lake Is Missing (1965),31737,3.25,средний рейтинг
Mississippi Masala (1991),6466,3.25,средний рейтинг
Say It Isn't So (2001),4229,3.25,средний рейтинг
Night at the Museum: Secret of the Tomb (2014),119155,3.25,средний рейтинг
Firefox (1982),6078,3.25,средний рейтинг
Monster House (2006),46948,3.25,средний рейтинг
Sex and Lucia (Lucía y el sexo) (2001),5477,3.25,средний рейтинг
Carmen (1983),32444,3.25,средний рейтинг
Still Crazy (1998),2482,3.25,средний рейтинг
Cat's Eye (1985),2787,3.25,средний рейтинг
Speechless (1994),378,3.25,средний рейтинг
Ghost Town (2008),61729,3.25,средний рейтинг
"Ghost Writer, The (2010)",74545,3.25,средний рейтинг
"Stepfather, The (1987)",4670,3.25,средний рейтинг
Step Up (2006),47382,3.25,средний рейтинг
Small Time Crooks (2000),3618,3.25,средний рейтинг
"Fast & Furious 6 (Fast and the Furious 6, The) (2013)",102716,3.25,средний рейтинг
Stardust Memories (1980),2290,3.25,средний рейтинг
"Gingerbread Man, The (1998)",1841,3.25,средний рейтинг
Butterfield 8 (1960),8617,3.25,средний рейтинг
Shrek the Halls (2007),64249,3.25,средний рейтинг
Shortbus (2006),48744,3.25,средний рейтинг
Once Bitten (1985),6744,3.25,средний рейтинг
Calendar Girls (2003),7155,3.25,средний рейтинг
Million Dollar Arm (2014),111795,3.25,средний рейтинг
"Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971)",2031,3.25,средний рейтинг
"Score, The (2001)",4448,3.25,средний рейтинг
"Gauntlet, The (1977)",4947,3.25,средний рейтинг
Sugar & Spice (2001),4068,3.25,средний рейтинг
Saw II (2005),39446,3.25,средний рейтинг
"Funny Thing Happened on the Way to the Forum, A (1966)",8796,3.25,средний рейтинг
Cactus Flower (1969),5354,3.25,средний рейтинг
"Mirror, The (Zerkalo) (1975)",3415,3.25,средний рейтинг
Saw VI (2009),72129,3.25,средний рейтинг
Fat City (1972),5986,3.25,средний рейтинг
"Seven Year Itch, The (1955)",4359,3.25,средний рейтинг
"Strangers, The (2008)",59727,3.25,средний рейтинг
Mr. Magorium's Wonder Emporium (2007),55999,3.25,средний рейтинг
"Spy Next Door, The (2010)",74580,3.25,средний рейтинг
Scream of Stone (Cerro Torre: Schrei aus Stein) (1991),620,3.25,средний рейтинг
Fright Night (1985),2867,3.25,средний рейтинг
Italian for Beginners (Italiensk for begyndere) (2000),5051,3.25,средний рейтинг
Devil (2010),80846,3.25,средний рейтинг
Animal Kingdom (2010),79720,3.25,средний рейтинг
How to Lose Friends & Alienate People (2008),62113,3.25,средний рейтинг
"Robe, The (1953)",6260,3.25,средний рейтинг
Leatherheads (2008),58839,3.25,средний рейтинг
Leatherface: Texas Chainsaw Massacre III (1990),2461,3.25,средний рейтинг
Aquamarine (2006),44225,3.25,средний рейтинг
The Golden Voyage of Sinbad (1973),3771,3.25,средний рейтинг
Damage (Fatale) (1992),6961,3.25,средний рейтинг
"Anniversary Party, The (2001)",4345,3.25,средний рейтинг
Big Trouble (2002),4774,3.25,средний рейтинг
Last Year at Marienbad (L'Année dernière à Marienbad) (1961),7068,3.25,средний рейтинг
"Big Year, The (2011)",93287,3.25,средний рейтинг
"Exorcism of Emily Rose, The (2005)",37720,3.25,средний рейтинг
"Human Stain, The (2003)",6927,3.25,средний рейтинг
Last Man Standing (1996),996,3.25,средний рейтинг
Last Holiday (2006),42732,3.25,средний рейтинг
"Wave, The (Welle, Die) (2008)",62644,3.25,средний рейтинг
Vantage Point (2008),58103,3.25,средний рейтинг
Birthday Girl (2001),5081,3.25,средний рейтинг
Lassie Come Home (1943),8612,3.25,средний рейтинг
"American Tail: Fievel Goes West, An (1991)",2142,3.25,средний рейтинг
"Owl and the Pussycat, The (1970)",4972,3.25,средний рейтинг
"Map of the World, A (1999)",3128,3.25,средний рейтинг
Margin Call (2011),90439,3.25,средний рейтинг
Ladder 49 (2004),8908,3.25,средний рейтинг
La Cérémonie (1995),1406,3.25,средний рейтинг
Explorers (1985),7743,3.25,средний рейтинг
American Pie Presents Beta House (American Pie 6: Beta House) (2007),59429,3.25,средний рейтинг
Testament (1983),31035,3.25,средний рейтинг
Blackadder's Christmas Carol (1988),65135,3.25,средний рейтинг
American Mary (2012),103299,3.25,средний рейтинг
How the West Was Won (1962),8661,3.25,средний рейтинг
"Reader, The (2008)",64622,3.25,средний рейтинг
Big Eyes (2014),118985,3.25,средний рейтинг
Man Bites Dog (C'est arrivé près de chez vous) (1992),3266,3.25,средний рейтинг
"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",7925,3.25,средний рейтинг
"Lost Skeleton of Cadavra, The (2002)",7266,3.25,средний рейтинг
Escape to Witch Mountain (1975),1009,3.25,средний рейтинг
Bad Words (2013),109895,3.25,средний рейтинг
Bean (1997),1665,3.25,средний рейтинг
"Three Caballeros, The (1945)",1024,3.25,средний рейтинг
Locke (2013),110882,3.25,средний рейтинг
Heavyweights (Heavy Weights) (1995),250,3.25,средний рейтинг
Because I Said So (2007),50802,3.25,средний рейтинг
Becoming Jane (2007),51834,3.25,средний рейтинг
Tough Guys (1986),2472,3.25,средний рейтинг
Bad Girls (1994),416,3.25,средний рейтинг
Things to Do in Denver When You're Dead (1995),81,3.25,средний рейтинг
Bad Company (1995),384,3.25,средний рейтинг
Bad Boy Bubby (1993),26810,3.25,средний рейтинг
Little Monsters (1989),4619,3.25,средний рейтинг
Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),8364,3.25,средний рейтинг
Derailed (2005),40614,3.25,средний рейтинг
Tuck Everlasting (2002),5667,3.25,средний рейтинг
Tusk (2014),114670,3.25,средний рейтинг
Twilight (1998),1791,3.25,средний рейтинг
"Paper, The (1994)",371,3.25,средний рейтинг
"Librarian, The: The Curse of the Judas Chalice (2008)",69805,3.25,средний рейтинг
Twister (1996),736,3.25,средний рейтинг
"Road to El Dorado, The (2000)",3483,3.25,средний рейтинг
Two for the Money (2005),38992,3.25,средний рейтинг
Maleficent (2014),111659,3.25,средний рейтинг
Let Me In (2010),80831,3.25,средний рейтинг
How Do You Know (2010),82499,3.25,средний рейтинг
Knife in the Water (Nóz w wodzie) (1962),6858,3.25,средний рейтинг
Black Knight (2001),4899,3.25,средний рейтинг
All Is Lost (2013),105954,3.25,средний рейтинг
Dreamer: Inspired by a True Story (2005),39307,3.25,средний рейтинг
About Schmidt (2002),5945,3.25,средний рейтинг
Winnie the Pooh (2011),88267,3.25,средний рейтинг
"Talk of the Town, The (1942)",6228,3.25,средний рейтинг
Judgment Night (1993),479,3.25,средний рейтинг
Fahrenheit 451 (1966),6305,3.25,средний рейтинг
"Woman Under the Influence, A (1974)",7071,3.25,средний рейтинг
Blue Hawaii (1961),3600,3.25,средний рейтинг
88 Minutes (2008),53207,3.25,средний рейтинг
8 Women (2002),5613,3.25,средний рейтинг
"Great Outdoors, The (1988)",4509,3.25,средний рейтинг
8 Mile (2002),5810,3.25,средний рейтинг
Into the Blue (2005),37853,3.25,средний рейтинг
"Presidio, The (1988)",3197,3.25,средний рейтинг
"Invisible Man, The (1933)",3932,3.25,средний рейтинг
Xanadu (1980),5705,3.25,средний рейтинг
Men of Honor (2000),3980,3.25,средний рейтинг
"Rundown, The (2003)",6764,3.25,средний рейтинг
You Will Meet a Tall Dark Stranger (2010),80864,3.25,средний рейтинг
Sweet Charity (1969),6245,3.25,средний рейтинг
Young Guns (1988),1378,3.25,средний рейтинг
It (1990),26693,3.25,средний рейтинг
100 Girls (2000),7541,3.25,средний рейтинг
Support Your Local Sheriff! (1969),8039,3.25,средний рейтинг
"Prairie Home Companion, A (2006)",45028,3.25,средний рейтинг
"Boston Strangler, The (1968)",8882,3.25,средний рейтинг
Adam's Apples (Adams æbler) (2005),47491,3.25,средний рейтинг
Dragon: The Bruce Lee Story (1993),5055,3.25,средний рейтинг
Day of the Dead (1985),6731,3.25,средний рейтинг
Kill List (2011),89837,3.25,средний рейтинг
"Alamo, The (1960)",4042,3.25,средний рейтинг
Alaska (1996),808,3.25,средний рейтинг
Alex and Emma (2003),6493,3.25,средний рейтинг
"Rose, The (1979)",6735,3.25,средний рейтинг
King Solomon's Mines (1985),7308,3.25,средний рейтинг
"Kids Are All Right, The (2010)",79242,3.25,средний рейтинг
Blankman (1994),5053,3.25,средний рейтинг
"King in New York, A (1957)",3640,3.25,средний рейтинг
Imitation of Life (1959),6031,3.25,средний рейтинг
Dreamgirls (2006),49824,3.25,средний рейтинг
"Matador, The (2005)",41716,3.25,средний рейтинг
Imagine: John Lennon (1988),4515,3.25,средний рейтинг
All Dogs Go to Heaven 2 (1996),631,3.25,средний рейтинг
Domino (2005),37382,3.25,средний рейтинг
Analyze This (1999),2539,3.2450980392156863,средний рейтинг
American Psycho (2000),3535,3.2450980392156863,средний рейтинг
"Cider House Rules, The (1999)",3148,3.2435897435897436,средний рейтинг
Jay and Silent Bob Strike Back (2001),4734,3.2419354838709675,средний рейтинг
"General's Daughter, The (1999)",2688,3.2419354838709675,средний рейтинг
You've Got Mail (1998),2424,3.2416666666666667,средний рейтинг
Constantine (2005),31696,3.24,средний рейтинг
Ocean's Thirteen (2007),53322,3.24,средний рейтинг
William Shakespeare's A Midsummer Night's Dream (1999),2622,3.238095238095238,средний рейтинг
"Wedding Singer, The (1998)",1777,3.2357142857142858,средний рейтинг
Honeymoon in Vegas (1992),3614,3.235294117647059,средний рейтинг
Crocodile Dundee (1986),2470,3.2333333333333334,средний рейтинг
Lord of the Flies (1963),3461,3.230769230769231,средний рейтинг
Wild Things (1998),1805,3.230769230769231,средний рейтинг
Breakdown (1997),1518,3.230769230769231,средний рейтинг
"Serious Man, A (2009)",71464,3.230769230769231,средний рейтинг
Hitch (2005),31685,3.2291666666666665,средний рейтинг
"Frighteners, The (1996)",799,3.2291666666666665,средний рейтинг
Zoolander (2001),4816,3.2282608695652173,средний рейтинг
Angela's Ashes (1999),3179,3.227272727272727,средний рейтинг
Brewster's Millions (1985),4010,3.227272727272727,средний рейтинг
Transformers (2007),53996,3.225806451612903,средний рейтинг
"X-Files: Fight the Future, The (1998)",1909,3.223404255319149,средний рейтинг
Love Affair (1994),270,3.2222222222222223,средний рейтинг
"Parent Trap, The (1998)",2059,3.2222222222222223,средний рейтинг
Flipper (1996),711,3.2222222222222223,средний рейтинг
"Black Hole, The (1979)",2034,3.2222222222222223,средний рейтинг
Perfume: The Story of a Murderer (2006),48997,3.2222222222222223,средний рейтинг
"Secret of NIMH, The (1982)",2139,3.2222222222222223,средний рейтинг
Pete's Dragon (1977),1030,3.2222222222222223,средний рейтинг
Flashdance (1983),2942,3.216666666666667,средний рейтинг
"Long Kiss Goodnight, The (1996)",1047,3.216666666666667,средний рейтинг
Panic Room (2002),5266,3.216666666666667,средний рейтинг
High Art (1998),1897,3.2142857142857144,средний рейтинг
Mystic Pizza (1988),4062,3.2142857142857144,средний рейтинг
Green Zone (2010),74795,3.2142857142857144,средний рейтинг
"Jacket, The (2005)",27788,3.2142857142857144,средний рейтинг
Warm Bodies (2013),99007,3.2142857142857144,средний рейтинг
Something to Talk About (1995),195,3.2142857142857144,средний рейтинг
"Whole Nine Yards, The (2000)",3301,3.2115384615384617,средний рейтинг
"Cook the Thief His Wife & Her Lover, The (1989)",1173,3.210526315789474,средний рейтинг
Cloverfield (2008),57368,3.210526315789474,средний рейтинг
Shanghai Noon (2000),3624,3.210526315789474,средний рейтинг
Lethal Weapon 2 (1989),2001,3.210526315789474,средний рейтинг
Serendipity (2001),4823,3.210526315789474,средний рейтинг
Grumpy Old Men (1993),3450,3.2096774193548385,средний рейтинг
Cocoon (1985),2407,3.2093023255813953,средний рейтинг
K-PAX (2001),4874,3.2083333333333335,средний рейтинг
Mannequin (1987),4132,3.2083333333333335,средний рейтинг
Something's Gotta Give (2003),7149,3.2083333333333335,средний рейтинг
Harriet the Spy (1996),801,3.2083333333333335,средний рейтинг
Vicky Cristina Barcelona (2008),60950,3.2083333333333335,средний рейтинг
Along Came a Spider (2001),4238,3.2058823529411766,средний рейтинг
Willow (1988),2193,3.2023809523809526,средний рейтинг
Turbulence (1997),1427,3.2,средний рейтинг
Hotel Transylvania (2012),97225,3.2,средний рейтинг
Runaway Jury (2003),6879,3.2,средний рейтинг
Can't Buy Me Love (1987),4091,3.2,средний рейтинг
Shanghai Knights (2003),6156,3.2,средний рейтинг
"Wiz, The (1978)",6316,3.2,средний рейтинг
Disturbing Behavior (1998),2026,3.2,средний рейтинг
Men Don't Leave (1990),2250,3.2,средний рейтинг
Sinbad and the Eye of the Tiger (1977),3807,3.2,средний рейтинг
Girl 6 (1996),639,3.2,средний рейтинг
Triangle (2009),74228,3.2,средний рейтинг
Nina Takes a Lover (1994),287,3.2,средний рейтинг
The Man in the Moon (1991),4061,3.2,средний рейтинг
"Golden Compass, The (2007)",56171,3.2,средний рейтинг
Running Scared (1986),2457,3.2,средний рейтинг
Altered States (1980),4713,3.2,средний рейтинг
Changing Lanes (2002),5293,3.2,средний рейтинг
Oblivion (2013),101864,3.2,средний рейтинг
"Fast & Furious (Fast and the Furious 4, The) (2009)",67923,3.2,средний рейтинг
Angels & Demons (2009),68554,3.2,средний рейтинг
Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),2107,3.2,средний рейтинг
Village of the Damned (1995),332,3.2,средний рейтинг
"Chronicles of Riddick, The (2004)",8371,3.2,средний рейтинг
"Chronicles of Narnia: Prince Caspian, The (2008)",59501,3.2,средний рейтинг
Chronicle (2012),92420,3.2,средний рейтинг
Dune (2000),7842,3.2,средний рейтинг
"Chorus Line, A (1985)",6345,3.2,средний рейтинг
Martha Marcy May Marlene (2011),90374,3.2,средний рейтинг
Before and After (1996),113,3.2,средний рейтинг
Dredd (2012),96737,3.2,средний рейтинг
No Escape (1994),504,3.2,средний рейтинг
Seven Brides for Seven Brothers (1954),6785,3.2,средний рейтинг
"Crossing Guard, The (1995)",78,3.2,средний рейтинг
Don Jon (2013),105213,3.2,средний рейтинг
Thunderbolt and Lightfoot (1974),3769,3.2,средний рейтинг
But I'm a Cheerleader (1999),3786,3.2,средний рейтинг
Star Wars: Episode I - The Phantom Menace (1999),2628,3.199275362318841,средний рейтинг
Superman II (1980),2641,3.1973684210526314,средний рейтинг
Snow Falling on Cedars (1999),3185,3.1923076923076925,средний рейтинг
Men in Black III (M.III.B.) (M.I.B.³) (2012),94777,3.1923076923076925,средний рейтинг
Get Smart (2008),60126,3.1923076923076925,средний рейтинг
"Corrina, Corrina (1994)",351,3.1923076923076925,средний рейтинг
Forget Paris (1995),237,3.1911764705882355,средний рейтинг
I Am Legend (2007),56174,3.1904761904761907,средний рейтинг
Underworld (2003),6754,3.1904761904761907,средний рейтинг
Liar Liar (1997),1485,3.1901408450704225,средний рейтинг
She's All That (1999),2485,3.189655172413793,средний рейтинг
"Way of the Gun, The (2000)",3896,3.1875,средний рейтинг
Coal Miner's Daughter (1980),4835,3.1875,средний рейтинг
Troy (2004),7458,3.1875,средний рейтинг
Halloween II (1981),1983,3.1875,средний рейтинг
Music and Lyrics (2007),51084,3.1875,средний рейтинг
Madagascar: Escape 2 Africa (2008),62999,3.1875,средний рейтинг
Three to Tango (1999),2978,3.1875,средний рейтинг
Moll Flanders (1996),650,3.1875,средний рейтинг
Gung Ho (1986),2374,3.1875,средний рейтинг
EuroTrip (2004),7317,3.1875,средний рейтинг
"Quick and the Dead, The (1995)",303,3.1875,средний рейтинг
Holes (2003),6297,3.1875,средний рейтинг
Selena (1997),1487,3.1875,средний рейтинг
"Running Man, The (1987)",3698,3.1875,средний рейтинг
One Hour Photo (2002),5528,3.1842105263157894,средний рейтинг
"View to a Kill, A (1985)",2376,3.1842105263157894,средний рейтинг
Super Troopers (2001),5110,3.1818181818181817,средний рейтинг
Bad Boys II (2003),6548,3.1818181818181817,средний рейтинг
Thor: The Dark World (2013),106072,3.1818181818181817,средний рейтинг
Alien³ (a.k.a. Alien 3) (1992),1320,3.1818181818181817,средний рейтинг
Anywhere But Here (1999),3051,3.1818181818181817,средний рейтинг
Evita (1996),1416,3.1818181818181817,средний рейтинг
Charlie and the Chocolate Factory (2005),30793,3.1808510638297873,средний рейтинг
Dangerous Minds (1995),31,3.1785714285714284,средний рейтинг
Angels in the Outfield (1994),1021,3.1785714285714284,средний рейтинг
"Poseidon Adventure, The (1972)",2013,3.1785714285714284,средний рейтинг
Broken Arrow (1996),95,3.1774193548387095,средний рейтинг
"Incredible Hulk, The (2008)",60040,3.176470588235294,средний рейтинг
Ice Age 2: The Meltdown (2006),44022,3.175,средний рейтинг
